disease_group,disease_id,disease,outcome,income,sex,age_group,rel_year,estimate,ci_low,ci_high,p_value,n,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,female,old,3,-0.405778064,-0.685677488,-0.125878641,0.004490648,2562,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,female,old,4,-0.579646234,-0.741339662,-0.417952806,2.120970066243899e-12,2609,,,
Group 17,D1701,Group 17 / Disease 01,QoL,high,female,old,5,-0.473029875,-0.673110092,-0.272949658,3.5895451566680947e-06,4178,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,male,young,-5,-0.246627393,-0.471981649,-0.021273137,0.03195114,4992,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,male,young,-4,-0.086755322,-0.35703233,0.1835216857415729,0.5292613910233204,4040,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,male,young,-3,-0.278061736,-0.425016086,-0.131107385,0.000208374,4550,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,male,young,-2,-0.300726775,-0.624962715,0.023509164061108923,0.069081321,996,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,male,young,-1,-0.088931386,-0.365471401,0.18760862901897313,0.5284927765368705,2680,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,male,young,0,-0.097755215,-0.2752367,0.079726269,0.28034240301077196,4944,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,male,young,1,0.06438207,-0.260360022,0.38912416212980117,0.6975855523178072,3239,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,male,young,2,-0.033283388,-0.263214266,0.1966474895948744,0.776626791,683,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,male,young,3,-0.133915517,-0.417317186,0.1494861515412625,0.35436444183681015,2347,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,male,young,4,-0.006018229,-0.27561773,0.263581272,0.9651014645885947,3764,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,male,young,5,-0.069226705,-0.406948779,0.2684953677841043,0.6878582165645986,1959,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,male,mid,-5,-0.033015756,-0.214062788,0.1480312763233133,0.7207730615976278,2816,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,male,mid,-4,-0.214591404,-0.550498384,0.12131557535569104,0.21052255638009987,1183,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,male,mid,-3,-0.133846032,-0.235274221,-0.032417842,0.009697223,3769,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,male,mid,-2,-0.06391157,-0.213080485,0.085257346,0.40104075238158154,426,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,male,mid,-1,-0.115141135,-0.375649512,0.1453672424150219,0.3863294190573434,378,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,male,mid,0,-0.159094257,-0.343832649,0.025644135,0.091425425,1527,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,male,mid,1,-0.003949777,-0.219274543,0.21137498909891864,0.971319866,2495,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,male,mid,2,0.021426281833788016,-0.227088625,0.26994118820445206,0.8658077406843889,3912,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,male,mid,3,-0.205547218,-0.408019123,-0.003075312,0.046616265,3931,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,male,mid,4,0.07235179,-0.041136065,0.1858396453059133,0.21146153258684253,3771,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,male,mid,5,0.030374651607257254,-0.187952177,0.24870148009055285,0.7850958382542312,4450,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,male,old,-5,0.32620132737440977,0.084749018,0.5676536364029445,0.008098055,4006,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,male,old,-4,0.17627683789904802,-0.037229832,0.3897835075055278,0.10561333819183494,3811,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,male,old,-3,0.16204391639935875,-0.199122487,0.5232103194487342,0.3791899228755764,4042,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,male,old,-2,-0.054422732,-0.380655131,0.27180966677736706,0.7436897696583362,3135,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,male,old,-1,-0.003151485,-0.309950431,0.3036474622314005,0.9839369460829306,1937,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,male,old,0,0.010197464978049497,-0.278435152,0.2988300815970392,0.9447927680679249,1517,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,male,old,1,-0.045384669,-0.230004407,0.13923506927144633,0.6299320178610399,889,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,male,old,2,-0.097074627,-0.405628973,0.21147971880327052,0.537473664,2871,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,male,old,3,-0.055992721,-0.336450507,0.2244650653854839,0.6955686437713036,1439,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,male,old,4,-0.100781501,-0.4501094,0.2485463991046511,0.5717593920918302,4438,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,male,old,5,-0.170550656,-0.433368496,0.092267184,0.2034069282120401,3216,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,female,young,-5,-0.564651824,-0.831483437,-0.297820211,3.359414757553303e-05,1337,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,female,young,-4,-0.574659667,-0.78779385,-0.361525484,1.2596666421060831e-07,4817,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,female,young,-3,-0.679235707,-0.888849876,-0.469621537,2.1363844027177947e-10,410,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,female,young,-2,-0.345752749,-0.709448587,0.017943089083104102,0.062419709,2593,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,female,young,-1,-0.508861546,-0.726509138,-0.291213955,4.594644320121688e-06,2473,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,female,young,0,-0.624903792,-0.766826044,-0.48298154,0,208,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,female,young,1,-0.355271862,-0.611923206,-0.098620519,0.006664751,2875,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,female,young,2,-0.402776158,-0.687032492,-0.118519823,0.005482671,1184,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,female,young,3,-0.552949374,-0.639238891,-0.466659856,0,1997,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,female,young,4,-0.344569939,-0.539272267,-0.149867611,0.000523052,2607,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,female,young,5,-0.161576355,-0.429353851,0.10620114161135394,0.23694403904270733,3072,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,female,mid,-5,-0.16147544,-0.327804631,0.004853751,0.057066115,3448,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,female,mid,-4,-0.266227213,-0.405423737,-0.12703069,0.000177757,4423,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,female,mid,-3,-0.106417047,-0.291132778,0.078298685,0.25882167650990384,2565,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,female,mid,-2,-0.113224041,-0.339560677,0.11311259597046783,0.3268479854931561,2086,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,female,mid,-1,-0.357977329,-0.506898426,-0.209056231,2.4595022884987827e-06,572,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,female,mid,0,-0.235331666,-0.444111098,-0.026552235,0.027155889559453916,3143,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,female,mid,1,-0.363214834,-0.552350498,-0.17407917,0.000167237,4871,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,female,mid,2,-0.46583438,-0.742360342,-0.189308418,0.000960641,3668,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,female,mid,3,-0.41088635,-0.56968019,-0.25209251,3.945057061027768e-07,2481,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,female,mid,4,-0.453581002,-0.642659393,-0.264502611,2.5781131895996623e-06,1942,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,female,mid,5,-0.570030468,-0.842977679,-0.297083258,4.25243964983224e-05,427,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,female,old,-5,-0.264554427,-0.524414096,-0.004694759,0.045998141,1327,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,female,old,-4,-0.260220854,-0.50235857,-0.018083139,0.035171775378976644,265,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,female,old,-3,-0.305045389,-0.601031251,-0.009059527,0.043384256,1697,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,female,old,-2,-0.232099551,-0.516723651,0.052524549,0.10997589863818247,435,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,female,old,-1,-0.20235219,-0.363579188,-0.041125192,0.013895652020533777,2791,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,female,old,0,-0.352921425,-0.519993865,-0.185848985,3.468883980906057e-05,2208,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,female,old,1,-0.190275344,-0.487396255,0.10684556656323943,0.20941409635808994,3745,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,female,old,2,-0.27322834,-0.52609355,-0.02036313,0.034188791,2634,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,female,old,3,-0.113285877,-0.26872975,0.042157996,0.15316881736085408,2812,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,female,old,4,-0.25570497,-0.438203341,-0.073206599,0.006028525,2677,,,
Group 17,D1701,Group 17 / Disease 01,Costs,low,female,old,5,-0.222222583,-0.319231088,-0.125214079,7.126428130721507e-06,3483,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,male,young,-5,0.034990879,-0.164755244,0.2347370012993495,0.7313378395601662,3665,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,male,young,-4,0.12247179411664248,-0.201777106,0.4467206941135457,0.45911188964489913,1319,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,male,young,-3,0.29860255388461543,0.024998091,0.5722070168168482,0.032429435,3450,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,male,young,-2,0.16225319460775445,-0.044428785,0.36893517419608746,0.12388381632390222,4526,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,male,young,-1,0.1969652444121638,-0.036251314,0.43018180255939364,0.097856261,568,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,male,young,0,0.197664243,-0.096605045,0.4919335321095932,0.18798758779400515,4747,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,male,young,1,0.36980727547653813,0.05670757,0.6829069813715541,0.020613554,1128,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,male,young,2,0.3076079635575386,0.061216403,0.5539995244250906,0.014406469379262932,562,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,male,young,3,0.20682530695552478,-0.025950005,0.4396006191337371,0.081596428,3503,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,male,young,4,0.2931773708146503,-0.002899946,0.5892546878034566,0.052282217268069475,1954,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,male,young,5,0.22063003580004878,-0.018886965,0.46014703640479315,0.07100501,1938,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,male,mid,-5,0.19559280714637683,0.001459003,0.38972661089137617,0.048298764,2567,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,male,mid,-4,0.23568983484065287,-0.010349366,0.48172903608521134,0.060442098,3868,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,male,mid,-3,0.23659157752472343,0.10903297627026909,0.36415017877917777,0.000277609,1779,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,male,mid,-2,0.2314389239620704,0.0281724,0.43470544757060714,0.025637924138966595,2781,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,male,mid,-1,0.072825284,-0.125379024,0.27102959169327134,0.4714303955740986,2613,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,male,mid,0,0.37907036087290624,0.031793431,0.7263472906712444,0.032400108,2304,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,male,mid,1,0.26827011213491164,0.020406821198666547,0.5161334030711567,0.03389079,3964,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,male,mid,2,0.18842038154438975,-0.035149301,0.41199006424294315,0.098564798,3638,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,male,mid,3,0.1931961939718357,-0.039715409,0.4261077969449494,0.10399508085304077,4266,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,male,mid,4,0.2836083903203247,0.049728868,0.5174879125668957,0.017466065,3322,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,male,mid,5,0.43224991247208666,0.29994114672246847,0.5645586782217049,1.5207568537789484e-10,4699,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,male,old,-5,0.411539092,0.21666365566868773,0.6064145290412543,3.486109067685206e-05,4815,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,male,old,-4,0.2870214177416252,0.04041367,0.5336291658656098,0.022536522723472174,3629,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,male,old,-3,0.3426113330212134,-0.035336354,0.7205590203925338,0.07560953,676,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,male,old,-2,0.42430539521347327,0.25345031456874234,0.5951604758582042,1.1301391455997845e-06,3994,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,male,old,-1,0.2521703198648594,0.064954356,0.43938628355560266,0.008290122,2303,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,male,old,0,0.28561882278193396,0.083087017,0.48815062818764554,0.00570846,2939,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,male,old,1,0.2229884345404348,-0.011895954,0.45787282326583334,0.062781772,4875,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,male,old,2,0.12878621213693559,-0.164869692,0.4224421159063347,0.3900201641806189,2154,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,male,old,3,0.11922612820111102,-0.015504841,0.253957098,0.082839479,871,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,male,old,4,0.215212466,0.022873381,0.40755155120298425,0.028301078902108534,4260,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,male,old,5,0.03848934,-0.235048263,0.3120269422155679,0.7827088852960076,1700,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,female,young,-5,0.1901211412268192,-0.068042209,0.4482844919150397,0.14890296428382044,4477,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,female,young,-4,0.035196952,-0.231829265,0.30222316947817335,0.7961373706010095,3061,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,female,young,-3,0.22793771965995802,-0.09791069,0.5537861293749107,0.1703560520941232,3779,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,female,young,-2,0.020977159,-0.283193781,0.3251480981984117,0.8924763081231533,3192,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,female,young,-1,0.12163798150273648,-0.1675057,0.41078166278490513,0.40963296879481814,1912,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,female,young,0,0.090412675,-0.193085382,0.37391073238441364,0.5319188362886809,3731,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,female,young,1,0.042981218619089795,-0.178178694,0.2641411309619428,0.7032661187770297,1368,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,female,young,2,0.099456522,-0.10222316,0.3011362038167744,0.33376585060119934,2362,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,female,young,3,0.12503091500658908,-0.155989888,0.40605171804555495,0.38318808545160365,1943,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,female,young,4,0.075985641,-0.208832143,0.36080342569470325,0.6010422866523462,3743,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,female,young,5,0.009308778,-0.212937628,0.2315551852118178,0.9345715731754316,1819,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,female,mid,-5,-0.058323329,-0.348925877,0.23227921885747632,0.6940477467433697,402,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,female,mid,-4,0.021324859514444565,-0.202800208,0.24544992739846425,0.852061777,3673,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,female,mid,-3,0.015171747,-0.193120705,0.2234641977942152,0.8864767223416372,310,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,female,mid,-2,-0.097506166,-0.4228432,0.22783086729177826,0.556916287,1066,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,female,mid,-1,-0.047968105,-0.352377367,0.25644115656490984,0.7574339181367269,1595,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,female,mid,0,0.095801432,-0.130262046,0.3218649091246476,0.40619343108059747,434,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,female,mid,1,-0.041123135,-0.285649921,0.20340365136253605,0.741685795,2210,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,female,mid,2,-0.040057816,-0.304676159,0.2245605275810517,0.7666925086615761,2602,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,female,mid,3,-0.086314108,-0.307733838,0.13510562108108093,0.44483769400603723,4833,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,female,mid,4,0.027104726317211794,-0.171474831,0.22568428325723067,0.7890639307209815,1837,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,female,mid,5,0.000495675,-0.245258415,0.24624976468796686,0.9968457849705252,2532,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,female,old,-5,0.028472885445095797,-0.180375081,0.23732085182441745,0.7893053007431545,2780,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,female,old,-4,0.11589521939101446,-0.165140087,0.3969305256123391,0.4189306159620123,2918,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,female,old,-3,0.1632753769726864,-0.073822346,0.40037310005003623,0.1771001302037165,4647,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,female,old,-2,-0.097159771,-0.348077002,0.15375745932547227,0.4478836127166277,3560,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,female,old,-1,0.10434063915800526,-0.209896482,0.4185777601049868,0.5151712149746079,373,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,female,old,0,0.18069975030797383,0.029317961793575847,0.3320815388223718,0.019304854085869128,4004,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,female,old,1,0.091417134,-0.212067624,0.3949018915312087,0.5549221110156752,1542,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,female,old,2,0.31940061882034554,0.093627096,0.5451741419701843,0.005557597,4923,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,female,old,3,0.2524662190252993,-0.057082787,0.5620152249434556,0.10991759161283698,2084,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,female,old,4,0.23933296920344765,0.083838363,0.39482757572394345,0.002554773,725,,,
Group 17,D1701,Group 17 / Disease 01,Costs,high,female,old,5,0.2331953505565343,0.077556878,0.38883382290434587,0.003317291,3112,,,
Group 17,D1701,Group 17 / Disease 01,Readmission,low,male,young,-5,-1.056233361,-1.166725345,-0.945741376,0,2704,,,
Group 17,D1701,Group 17 / Disease 01,Readmission,low,male,young,-4,-0.945051134,-1.179058463,-0.711043804,2.4424906541753444e-15,4486,,,
Group 17,D1701,Group 17 / Disease 01,Readmission,low,male,young,-3,-0.907438629,-1.189761458,-0.6251158,2.980140578756618e-10,1776,,,
Group 17,D1701,Group 17 / Disease 01,Readmission,low,male,young,-2,-0.983261032,-1.296823444,-0.669698619,7.940217372492953e-10,2974,,,
Group 17,D1701,Group 17 / Disease 01,Readmission,low,male,young,-1,-0.902400355,-1.009284032,-0.795516678,0,3234,,,
Group 17,D1701,Group 17 / Disease 01,Readmission,low,male,young,0,-1.077459777,-1.370193571,-0.784725982,5.426770144367765e-13,3227,,,
Group 17,D1701,Group 17 / Disease 01,Readmission,low,male,young,1,-1.075001033,-1.300226715,-0.849775351,0,3739,,,
Group 17,D1701,Group 17 / Disease 01,Readmission,low,male,young,2,-1.088696019,-1.434965078,-0.742426959,7.165614768211981e-10,4508,,,
Group 17,D1701,Group 17 / Disease 01,Readmission,low,male,young,3,-1.270523703,-1.538197244,-1.002850161,0,3483,,,
Group 17,D1701,Group 17 / Disease 01,Readmission,low,male,young,4,-1.130724337,-1.319010619,-0.942438055,0,1286,,,
Group 17,D1701,Group 17 / Disease 01,Readmission,low,male,young,5,-1.199614968,-1.505741641,-0.893488296,1.5987211554602254e-14,1185,,,
